1423773938 procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
1423773938  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
1423777242  0  0      0 395316  93228 190708    0    0     0    44 1049  151  0  0 99  1
1423777243  0  0      0 395316  93228 190716    0    0     0     0 1063  147  0  0 100  0
1423777244  0  0      0 395316  93228 190716    0    0     0     0 1039  146  0  0 100  0
1423777245  0  0      0 395316  93228 190720    0    0     0     0 1067  167  0  0 100  0
1423777246  0  0      0 395316  93228 190720    0    0     0    12 1041  140  0  0 100  0
1423777247  0  0      0 395316  93228 190720    0    0     0     0 1066  156  0  0 100  0
1423777248  0  0      0 395316  93228 190720    0    0     0     0 1038  149  0  0 100  0
1423777249  0  0      0 395316  93236 190712    0    0     0    48 1047  150  0  0 100  0
1423777250  0  0      0 395316  93236 190720    0    0     0     4 1040  143  0  0 100  0
1423777251  0  0      0 395316  93236 190720    0    0     0     0 1067  167  0  0 100  0
1423777252  0  0      0 395316  93236 190720    0    0     0     0 1039  136  0  0 100  0
1423777253  0  0      0 395316  93236 190720    0    0     0     0 1040  147  0  0 100  0
1423777254  0  0      0 395316  93236 190720    0    0     0     0 1034  134  0  0 100  0
1423777255  0  0      0 395316  93236 190720    0    0     0     0 1090  164  0  0 100  0
1423777256  0  0      0 395316  93240 190716    0    0     0    16 1046  153  0  0 100  0
1423777257  0  0      0 395316  93240 190720    0    0     0     0 1039  144  0  0 100  0
1423777258  0  0      0 395316  93240 190720    0    0     0     0 1035  130  0  0 100  0
1423777259  0  0      0 395316  93240 190720    0    0     0     0 1070  170  0  0 100  0
1423777260  0  0      0 395316  93240 190720    0    0     0     0 1036  143  0  0 100  0
1423777261  0  0      0 395316  93240 190720    0    0     0     0 1036  140  0  0 100  0
1423777262  0  0      0 395316  93248 190712    0    0     0    44 1051  150  0  0 100  0
1423777263  0  0      0 395316  93248 190720    0    0     0     0 1064  161  0  0 100  0
1423777264  0  0      0 395316  93248 190720    0    0     0     0 1037  138  0  0 100  0
1423777265  0  0      0 395316  93248 190720    0    0     0    64 1141  227  0  0 100  0
1423777266  0  0      0 395516  93248 190720    0    0     0    16 1059  221  1  1 98  0
1423777267  0  0      0 395500  93248 190720    0    0     0     0 1069  156  0  0 100  0
1423777268  0  0      0 395564  93248 190724    0    0     0     0 1036  145  0  0 100  0
1423777269  0  0      0 395564  93248 190724    0    0     0     0 1038  145  0  0 100  0
1423777270  0  0      0 395564  93248 190724    0    0     0     0 1037  128  0  0 100  0
1423777271  0  0      0 395564  93248 190724    0    0     0     0 1068  166  0  0 100  0
1423777272  0  0      0 395564  93256 190716    0    0     0    68 1050  156  0  0 99  1
1423777273  0  0      0 395564  93256 190724    0    0     0     0 1040  141  0  0 100  0
1423777274  0  0      0 395564  93256 190724    0    0     0     0 1038  140  0  0 100  0
1423777275  0  0      0 395564  93256 190724    0    0     0     4 1103  197  0  0 100  0
1423777276  0  0      0 395564  93256 190724    0    0     0    12 1042  150  0  0 100  0
1423777277  0  0      0 395564  93256 190724    0    0     0     0 1037  147  0  0 100  0
1423777278  0  0      0 395564  93256 190720    0    0     0     0 1040  146  0  0 100  0
1423777279  0  0      0 395564  93256 190720    0    0     0     0 1072  165  0  0 100  0
1423777280  0  0      0 395564  93256 190720    0    0     0     0 1036  139  0  0 100  0
1423777281  0  0      0 395564  93264 190712    0    0     0    72 1048  158  0  0 100  0
1423777282  0  0      0 395564  93264 190720    0    0     0     0 1043  156  0  0 100  0
1423777283  0  0      0 395564  93264 190720    0    0     0     0 1070  171  0  0 100  0
1423777284  0  0      0 395564  93264 190720    0    0     0     0 1036  138  0  0 100  0
1423777285  0  0      0 395564  93264 190720    0    0     0     0 1062  149  0  0 100  0
1423777286  0  0      0 395564  93264 190720    0    0     0    12 1041  158  0  0 100  0
1423777287  0  0      0 395564  93264 190720    0    0     0     0 1065  163  0  0 100  0
1423777288  0  0      0 395564  93264 190720    0    0     0     0 1038  129  0  0 100  0
1423777289  0  0      0 395564  93264 190720    0    0     0     0 1040  148  0  0 100  0
1423777290  0  0      0 395564  93264 190720    0    0     0     0 1040  155  0  0 100  0
1423777291  0  0      0 395564  93272 190716    0    0     0    48 1081  168  0  0 100  0
1423777292  0  0      0 395564  93272 190724    0    0     0     0 1037  143  0  0 100  0
1423777293  0  0      0 395564  93272 190724    0    0     0     0 1044  150  0  0 100  0
1423777294  0  0      0 395564  93272 190724    0    0     0     0 1067  148  0  0 100  0
1423777296  0  0      0 395564  93272 190724    0    0     0     0 1062  157  0  0 100  0
1423777297  0  0      0 395564  93272 190724    0    0     0    12 1045  152  0  0 100  0
1423777298  0  0      0 395564  93272 190724    0    0     0     0 1041  150  0  0 100  0
1423777299  0  0      0 395564  93272 190724    0    0     0     0 1064  160  0  0 100  0
1423777300  0  0      0 395564  93272 190724    0    0     0     0 1040  153  0  0 100  0
1423777301  0  0      0 395564  93272 190724    0    0     0     0 1037  132  0  0 100  0
1423777302  0  0      0 395564  93280 190716    0    0     0    44 1049  157  0  0 100  0
1423777303  0  0      0 395564  93280 190724    0    0     0     0 1063  156  0  0 100  0
1423777304  0  0      0 395564  93280 190724    0    0     0     0 1037  131  0  0 100  0
1423777305  0  0      0 395564  93280 190724    0    0     0     0 1062  164  0  0 100  0
1423777306  0  0      0 395564  93280 190724    0    0     0    72 1127  218  0  0 100  0
1423777307  0  0      0 395564  93280 190724    0    0     0    12 1071  165  0  0 100  0
1423777308  0  0      0 395564  93280 190724    0    0     0     0 1035  144  0  0 100  0
1423777309  0  0      0 395564  93280 190724    0    0     0     0 1038  140  0  0 100  0
1423777310  0  0      0 395564  93280 190724    0    0     0     0 1035  120  0  0 100  0
1423777311  0  0      0 395564  93280 190724    0    0     0     0 1063  154  0  0 100  0
1423777312  0  0      0 395564  93288 190716    0    0     0    44 1045  152  0  0 95  5
1423777313  0  0      0 395564  93288 190720    0    0     0     0 1037  130  0  0 100  0
1423777314  0  0      0 395564  93288 190724    0    0     0     0 1044  149  0  0 100  0
1423777315  0  0      0 395564  93288 190724    0    0     0     0 1090  175  0  0 100  0
1423777316  0  0      0 395564  93288 190724    0    0     0    12 1035  133  0  0 100  0
1423777317  0  0      0 395292  93288 190724    0    0     0     4 1051  158  0  0 99  0
1423777318  0  0      0 395292  93288 190728    0    0     0     0 1040  162  0  0 100  0
1423777319  0  0      0 395316  93288 190728    0    0     0     0 1068  160  0  0 100  0
1423777320  0  0      0 395316  93288 190728    0    0     0     0 1039  151  0  0 100  0
1423777321  0  0      0 395316  93288 190728    0    0     0     4 1041  161  0  0 100  0
1423777322  0  0      0 395316  93296 190720    0    0     0    80 1049  150  0  0 100  0
1423777323  0  0      0 395316  93296 190728    0    0     0     0 1060  149  0  0 100  0
1423777324  0  0      0 395316  93296 190728    0    0     0     0 1036  144  0  0 100  0
1423777325  0  0      0 395316  93296 190728    0    0     0     0 1060  145  0  0 100  0
1423777326  0  0      0 395316  93296 190728    0    0     0    12 1042  150  0  0 100  0
1423777327  0  0      0 395316  93296 190728    0    0     0     0 1069  162  0  0 100  0
1423777328  0  0      0 395316  93296 190724    0    0     0     0 1036  135  0  0 100  0
1423777329  0  0      0 395316  93296 190724    0    0     0     0 1036  135  0  0 100  0
1423777330  0  0      0 395316  93296 190724    0    0     0     0 1037  139  0  0 100  0
1423777331  0  0      0 395316  93296 190724    0    0     0     0 1067  152  0  0 100  0
1423777332  0  0      0 395316  93304 190716    0    0     0    60 1046  151  0  0 100  0
1423777333  0  0      0 395316  93304 190716    0    0     0     0 1034  134  0  0 100  0
1423777334  0  0      0 395316  93304 190724    0    0     0     0 1040  136  0  0 100  0
1423777335  0  0      0 395316  93304 190724    0    0     0     0 1097  187  0  0 100  0
1423777336  0  0      0 395316  93304 190724    0    0     0    12 1044  159  0  0 100  0
1423777337  0  0      0 395316  93304 190728    0    0     0     0 1036  129  0  0 100  0
1423777338  0  0      0 395316  93304 190728    0    0     0     0 1036  145  0  0 100  0
1423777339  0  0      0 395316  93304 190728    0    0     0     0 1067  157  0  0 100  0
1423777340  0  0      0 395316  93304 190728    0    0     0     0 1037  126  0  0 100  0
1423777341  0  0      0 395316  93312 190720    0    0     0    48 1043  152  0  0 100  0
1423777342  0  0      0 395316  93312 190720    0    0     0     0 1036  136  0  0 100  0
1423777343  0  0      0 395316  93312 190728    0    0     0     0 1071  161  0  0 100  0
1423777344  0  0      0 395316  93312 190728    0    0     0     0 1034  132  0  0 100  0
1423777345  0  0      0 395316  93312 190728    0    0     0    72 1061  161  0  0 100  0
1423777346  0  0      0 395316  93312 190728    0    0     0    12 1125  213  0  0 100  0
1423777347  0  0      0 395316  93312 190728    0    0     0     0 1065  163  0  0 100  0
1423777348  0  0      0 395316  93312 190728    0    0     0     0 1034  140  0  0 100  0
1423777349  0  0      0 395316  93312 190728    0    0     0     0 1039  141  0  0 100  0
1423777350  0  0      0 395316  93312 190728    0    0     0     0 1039  161  0  0 100  0
1423777351  1  0      0 395316  93312 190728    0    0     0     0 1063  146  0  0 100  0
1423777352  0  0      0 395316  93320 190720    0    0     0    44 1047  155  0  0 100  0
1423777353  0  0      0 395316  93320 190728    0    0     0     0 1037  140  0  0 100  0
1423777354  0  0      0 395316  93320 190728    0    0     0     0 1039  137  0  0 100  0
1423777355  0  0      0 395316  93320 190728    0    0     0     0 1092  187  0  0 100  0
1423777356  0  0      0 395316  93320 190728    0    0     0    12 1040  150  0  0 100  0
1423777357  0  0      0 395316  93320 190728    0    0     0     0 1036  124  0  0 100  0
1423777358  0  0      0 395316  93320 190728    0    0     0     0 1039  148  0  0 100  0
1423777359  0  0      0 395316  93320 190728    0    0     0     0 1064  163  0  0 100  0
1423777360  0  0      0 395316  93320 190728    0    0     0     0 1038  134  0  0 100  0
1423777361  0  0      0 395316  93320 190728    0    0     0     0 1033  123  0  0 100  0
1423777362  0  0      0 395316  93328 190720    0    0     0    44 1046  156  0  0 100  0
1423777363  0  0      0 395316  93328 190720    0    0     0     0 1063  143  0  0 100  0
1423777364  0  0      0 395316  93328 190728    0    0     0     0 1036  137  0  0 100  0
1423777365  0  0      0 395316  93328 190728    0    0     0     4 1069  165  0  0 100  0
1423777366  0  0      0 395152  93328 190728    0    0     0    16 1059  189  0  0 99  0
1423777367  0  0      0 395152  93328 190732    0    0     0     0 1067  161  0  0 100  0
1423777368  0  0      0 395192  93328 190732    0    0     0     0 1035  147  0  0 100  0
1423777369  0  0      0 395192  93328 190732    0    0     0     0 1038  138  0  0 100  0
1423777370  0  0      0 395192  93328 190732    0    0     0     0 1037  144  0  0 100  0
1423777371  0  0      0 395192  93336 190724    0    0     0    80 1080  184  0  0 100  0
1423777372  0  0      0 395192  93336 190724    0    0     0     0 1035  124  0  0 100  0
1423777373  0  0      0 395192  93336 190732    0    0     0     0 1040  145  0  0 100  0
1423777374  0  0      0 395192  93336 190732    0    0     0     0 1040  146  0  0 100  0
1423777375  0  0      0 395192  93336 190732    0    0     0     0 1093  175  0  0 100  0
1423777376  0  0      0 395192  93336 190732    0    0     0    12 1038  144  0  0 100  0
1423777377  0  0      0 395192  93336 190728    0    0     0     0 1037  141  0  0 100  0
1423777378  0  0      0 395192  93336 190728    0    0     0     0 1037  130  0  0 100  0
1423777379  0  0      0 395192  93336 190728    0    0     0     0 1066  156  0  0 100  0
1423777380  0  0      0 395192  93336 190728    0    0     0     0 1037  143  0  0 100  0
1423777381  0  0      0 395192  93336 190728    0    0     0     0 1035  145  0  0 100  0
1423777382  0  0      0 395192  93344 190720    0    0     0    64 1047  153  0  0 100  0
1423777383  0  0      0 395192  93344 190732    0    0     0     0 1069  165  0  0 100  0
1423777384  0  0      0 395192  93344 190732    0    0     0     0 1036  130  0  0 100  0
1423777385  0  0      0 395192  93344 190732    0    0     0    68 1177  231  0  0 100  0
1423777386  0  0      0 395192  93344 190732    0    0     0    12 1043  142  0  0 100  0
1423777387  0  0      0 395192  93352 190724    0    0     0    48 1080  175  0  0 100  0
1423777388  0  0      0 395192  93352 190724    0    0     0     0 1043  156  0  0 100  0
1423777389  0  0      0 395192  93352 190732    0    0     0     0 1038  139  0  0 100  0
1423777390  0  0      0 395192  93352 190732    0    0     0     0 1040  141  0  0 100  0
1423777391  0  0      0 395192  93352 190732    0    0     0     0 1065  164  0  0 100  0
1423777392  0  0      0 395192  93352 190732    0    0     0     0 1037  130  0  0 100  0
1423777393  0  0      0 395192  93352 190732    0    0     0     0 1035  134  0  0 100  0
1423777394  0  0      0 395192  93352 190732    0    0     0     0 1048  148  0  0 100  0
1423777395  0  0      0 395192  93352 190732    0    0     0     0 1094  189  0  0 100  0
1423777397  0  0      0 395216  93352 190736    0    0     0    16 1068  200  0  0 99  0
1423777398  0  0      0 395192  93352 190736    0    0     0     0 1037  150  0  0 100  0
1423777399  0  0      0 395192  93352 190736    0    0     0     0 1066  170  0  0 100  0
1423777400  0  0      0 395192  93352 190736    0    0     0     0 1038  131  0  0 100  0
1423777401  0  0      0 395192  93352 190736    0    0     0     0 1037  137  0  0 100  0
1423777402  0  0      0 395192  93360 190728    0    0     0    68 1050  155  0  0 100  0
1423777403  0  0      0 395192  93360 190736    0    0     0     0 1065  142  0  0 100  0
1423777404  0  0      0 395192  93360 190736    0    0     0     0 1039  145  0  0 100  0
1423777405  0  0      0 395192  93360 190736    0    0     0     0 1065  157  0  0 100  0
1423777406  0  0      0 395192  93360 190736    0    0     0    12 1039  138  0  0 100  0
1423777407  0  0      0 395192  93360 190736    0    0     0     0 1064  152  0  0 100  0
1423777408  0  0      0 395192  93360 190732    0    0     0     0 1040  149  0  0 100  0
1423777409  0  0      0 395192  93360 190732    0    0     0     0 1035  132  0  0 100  0
1423777410  0  0      0 395192  93360 190732    0    0     0     0 1038  135  0  0 100  0
1423777411  0  0      0 395192  93360 190732    0    0     0     0 1064  159  0  0 100  0
1423777412  0  0      0 395192  93368 190724    0    0     0    64 1057  159  0  0 96  4
1423777413  0  0      0 395192  93368 190732    0    0     0     0 1034  131  0  0 100  0
1423777414  0  0      0 395192  93368 190732    0    0     0     0 1036  147  0  0 100  0
1423777415  0  0      0 395192  93368 190732    0    0     0     0 1097  180  0  0 100  0
1423777416  0  0      0 395292  93368 190732    0    0     0    20 1067  216  0  0 99  0
1423777417  0  0      0 395300  93368 190732    0    0     0     0 1040  140  0  0 100  0
1423777418  0  0      0 395316  93368 190736    0    0     0     0 1038  127  0  0 100  0
1423777419  0  0      0 395316  93368 190736    0    0     0     0 1070  186  0  0 100  0
1423777420  0  0      0 395316  93368 190736    0    0     0     0 1038  151  0  0 100  0
1423777421  0  0      0 395316  93376 190728    0    0     0    80 1053  153  0  0 99  1
1423777422  0  0      0 395316  93376 190736    0    0     0     0 1039  145  0  0 100  0
1423777423  0  0      0 395316  93376 190736    0    0     0     0 1066  166  0  0 100  0
1423777424  0  0      0 395316  93376 190736    0    0     0     0 1036  137  0  0 100  0
1423777425  0  0      0 395316  93376 190736    0    0     0     0 1065  158  0  0 100  0
1423777426  0  0      0 395316  93376 190736    0    0     0    12 1046  161  0  0 100  0
1423777427  0  0      0 395316  93376 190736    0    0     0     0 1072  156  0  0 100  0
1423777428  0  0      0 395316  93376 190736    0    0     0     0 1035  151  0  0 100  0
1423777429  0  0      0 395316  93376 190736    0    0     0     0 1034  143  0  0 100  0
1423777430  0  0      0 395316  93376 190736    0    0     0     0 1038  136  0  0 100  0
1423777431  0  0      0 395316  93376 190736    0    0     0     0 1068  165  0  0 100  0
1423777432  0  0      0 395316  93384 190728    0    0     0    64 1048  155  0  0 100  0
1423777433  0  0      0 395316  93384 190736    0    0     0     0 1035  127  0  0 100  0
1423777434  0  0      0 395316  93384 190736    0    0     0     0 1039  144  0  0 100  0
1423777435  0  0      0 395316  93384 190736    0    0     0     0 1098  187  0  0 100  0
1423777436  0  0      0 395316  93384 190736    0    0     0    12 1049  168  0  0 100  0
1423777437  0  0      0 395316  93384 190736    0    0     0     0 1065  203  0  0 100  0
1423777438  0  0      0 395316  93384 190736    0    0     0     0 1047  168  0  0 100  0
1423777439  0  0      0 395316  93384 190736    0    0     0     0 1077  190  0  0 100  0
1423777440  0  0      0 395316  93384 190736    0    0     0     0 1052  188  0  0 100  0
1423777441  0  0      0 395316  93384 190736    0    0     0     0 1046  187  0  0 100  0
1423777442  0  0      0 395316  93392 190728    0    0     0    44 1062  181  0  0 100  0
1423777443  0  0      0 395316  93392 190736    0    0     0     0 1077  192  0  0 100  0
1423777444  0  0      0 395316  93392 190736    0    0     0     0 1049  169  0  0 100  0
1423777445  0  0      0 395316  93392 190736    0    0     0     0 1080  192  0  0 100  0
1423777446  0  0      0 395316  93392 190736    0    0     0    12 1054  187  0  0 100  0
1423777447  0  0      0 395316  93392 190736    0    0     0     0 1081  196  0  0 100  0
1423777448  0  0      0 395316  93392 190736    0    0     0     0 1051  172  0  0 100  0
1423777449  0  0      0 395316  93392 190736    0    0     0     0 1044  166  0  0 100  0
1423777450  0  0      0 395316  93392 190736    0    0     0     0 1049  175  0  0 100  0
1423777451  0  0      0 395316  93392 190736    0    0     0     0 1081  193  0  0 100  0
1423777452  0  0      0 395316  93400 190728    0    0     0    44 1056  179  0  0 95  5
1423777453  0  0      0 395316  93400 190732    0    0     0     0 1054  184  0  0 100  0
1423777454  0  0      0 395316  93400 190736    0    0     0     0 1043  148  0  0 100  0
1423777455  0  0      0 395316  93400 190736    0    0     0     0 1108  222  0  0 100  0
1423777456  0  0      0 395316  93400 190736    0    0     0    84 1141  267  0  0 96  4
1423777457  0  0      0 395316  93400 190736    0    0     0     0 1045  151  0  0 100  0
1423777458  0  0      0 395316  93400 190736    0    0     0     0 1050  193  0  0 100  0
1423777459  0  0      0 395316  93400 190736    0    0     0     0 1110  218  0  0 100  0
1423777460  0  0      0 395316  93400 190736    0    0     0     4 1051  169  0  0 100  0
1423777461  0  0      0 395316  93400 190736    0    0     0     0 1060  195  0  0 100  0
1423777462  0  0      0 395316  93408 190728    0    0     0    56 1061  180  0  0 100  0
1423777463  0  0      0 395316  93408 190736    0    0     0     0 1075  181  0  0 100  0
1423777464  0  0      0 395316  93408 190736    0    0     0     0 1052  174  0  0 100  0
1423777465  0  0      0 395316  93408 190736    0    0     0     0 1110  261  0  0 100  0
1423777466  0  0      0 395168  93408 190736    0    0     0    16 1095  270  0  0 99  0
1423777467  0  0      0 395208  93408 190736    0    0     0     0 1081  208  0  0 100  0
1423777468  0  0      0 395192  93408 190740    0    0     0     0 1060  200  0  0 100  0
1423777469  0  0      0 395192  93408 190740    0    0     0     0 1054  190  0  0 100  0
1423777470  0  0      0 395192  93408 190740    0    0     0     0 1047  173  0  0 100  0
1423777471  0  0      0 395192  93408 190740    0    0     0     0 1072  187  0  0 100  0
1423777472  0  0      0 395192  93416 190732    0    0     0    72 1057  160  0  0 100  0
1423777473  1  0      0 395192  93416 190740    0    0     0     0 1046  173  0  0 100  0
1423777474  0  0      0 395192  93416 190740    0    0     0     0 1053  183  0  0 100  0
1423777475  0  0      0 395192  93416 190744    0    0     0    80 1226  316  0  0 99  1
1423777476  0  0      0 395192  93416 190744    0    0     0    12 1060  208  0  0 100  0
1423777477  0  0      0 395192  93416 190740    0    0     0     0 1050  191  0  0 100  0
1423777478  0  0      0 395192  93416 190740    0    0     0     0 1047  177  0  0 100  0
1423777479  0  0      0 395192  93424 190732    0    0     0    72 1087  232  0  0 100  0
1423777480  0  0      0 395192  93424 190732    0    0     0     0 1045  180  0  0 100  0
1423777481  0  0      0 395192  93424 190740    0    0     0     0 1048  184  0  0 100  0
1423777482  0  0      0 395192  93424 190740    0    0     0     0 1048  186  0  0 100  0
1423777483  0  0      0 395192  93424 190740    0    0     0     0 1078  213  0  0 100  0
1423777484  0  0      0 395192  93424 190740    0    0     0     0 1046  174  0  0 100  0
1423777485  0  0      0 395192  93424 190740    0    0     0     0 1076  217  0  0 100  0
1423777486  0  0      0 395192  93424 190740    0    0     0    12 1048  195  0  0 100  0
1423777487  0  0      0 395192  93424 190740    0    0     0     0 1076  200  0  0 100  0
1423777488  0  0      0 395192  93424 190740    0    0     0     0 1050  201  0  0 100  0
1423777489  0  0      0 395192  93424 190740    0    0     0     0 1044  179  0  0 100  0
1423777490  0  0      0 395192  93424 190740    0    0     0     0 1050  186  0  0 100  0
1423777491  0  0      0 395192  93424 190740    0    0     0     0 1076  204  0  0 100  0
1423777492  0  0      0 395192  93432 190732    0    0     0    44 1058  205  0  0 100  0
1423777493  0  0      0 395192  93432 190732    0    0     0     0 1045  179  0  0 100  0
1423777494  0  0      0 395192  93432 190740    0    0     0     0 1051  197  0  0 100  0
1423777495  0  0      0 395192  93432 190740    0    0     0     0 1119  243  0  0 100  0
1423777496  0  0      0 395192  93432 190740    0    0     0    12 1055  174  0  0 100  0
1423777498  0  0      0 395192  93432 190740    0    0     0     0 1049  173  0  0 100  0
1423777499  0  0      0 395192  93432 190740    0    0     0     0 1088  211  0  0 100  0
1423777500  0  0      0 395192  93432 190740    0    0     0     0 1053  169  0  0 100  0
1423777501  0  0      0 395192  93432 190740    0    0     0     0 1050  193  0  0 100  0
1423777502  0  0      0 395192  93440 190732    0    0     0    44 1056  186  0  0 100  0
1423777503  0  0      0 395192  93440 190732    0    0     0     0 1080  191  0  0 100  0
1423777504  0  0      0 395192  93440 190740    0    0     0     0 1047  175  0  0 100  0
1423777505  0  0      0 395192  93440 190740    0    0     0     0 1079  195  0  0 100  0
1423777506  0  0      0 395192  93440 190740    0    0     0    12 1052  184  0  0 100  0
1423777507  0  0      0 395192  93440 190740    0    0     0     0 1080  205  0  0 100  0
1423777508  0  0      0 395192  93440 190740    0    0     0     0 1049  167  0  0 100  0
1423777509  0  0      0 395192  93440 190740    0    0     0     0 1051  172  0  0 100  0
1423777510  0  0      0 395192  93440 190740    0    0     0     0 1045  172  0  0 100  0
1423777511  1  0      0 395192  93440 190740    0    0     0     0 1085  204  0  0 100  0
1423777512  0  0      0 395192  93448 190732    0    0     0    72 1093  214  0  0 99  1
1423777513  0  0      0 395192  93448 190740    0    0     0     0 1051  176  0  0 100  0
1423777514  0  0      0 395192  93448 190740    0    0     0     0 1043  158  0  0 100  0
1423777515  0  0      0 395192  93448 190740    0    0     0     0 1102  205  0  0 100  0
1423777516  2  0      0 394988  93448 190740    0    0     0    12 1063  219  1  0 99  0
1423777517  0  0      0 394988  93448 190744    0    0     0     4 1078  249  1  1 98  0
1423777518  0  0      0 395068  93448 190744    0    0     0     0 1051  161  0  0 100  0
1423777519  0  0      0 395068  93448 190744    0    0     0     0 1088  205  0  0 100  0
1423777520  0  0      0 395068  93448 190744    0    0     0     0 1053  161  0  0 100  0
1423777521  0  0      0 395068  93448 190744    0    0     0     0 1067  200  0  0 100  0
1423777522  0  0      0 395068  93456 190740    0    0     0    76 1065  191  0  0 100  0
1423777523  0  0      0 395068  93456 190748    0    0     0     0 1093  204  0  0 100  0
1423777524  0  0      0 395068  93456 190748    0    0     0     0 1050  160  0  0 100  0
1423777525  0  0      0 395068  93456 190748    0    0     0     0 1092  200  0  0 100  0
1423777526  0  0      0 395068  93456 190748    0    0     0    12 1067  210  0  0 100  0
1423777527  0  0      0 395068  93456 190748    0    0     0     0 1092  211  0  0 100  0
1423777528  0  0      0 395068  93456 190744    0    0     0     0 1056  192  0  0 100  0
1423777529  0  0      0 395068  93456 190744    0    0     0     0 1061  197  0  0 100  0
1423777530  0  0      0 395068  93456 190744    0    0     0     0 1074  224  0  0 100  0
1423777531  0  0      0 395068  93456 190744    0    0     0     0 1090  227  0  0 100  0
1423777532  0  0      0 395068  93464 190736    0    0     0    60 1068  205  0  0 100  0
1423777533  0  0      0 395068  93464 190736    0    0     0     0 1062  193  0  0 100  0
1423777534  0  0      0 395068  93464 190744    0    0     0     0 1055  186  0  0 100  0
1423777535  0  0      0 395068  93464 190744    0    0     0     0 1113  224  0  0 100  0
1423777536  0  0      0 395068  93464 190744    0    0     0    12 1075  225  0  0 100  0
1423777537  0  0      0 395068  93464 190744    0    0     0     0 1062  199  0  0 100  0
1423777538  0  0      0 395068  93464 190744    0    0     0     0 1055  182  0  0 100  0
1423777539  0  0      0 395068  93464 190744    0    0     0     0 1093  219  0  0 100  0
1423777540  0  0      0 395068  93464 190744    0    0     0     0 1055  180  0  0 100  0
1423777541  0  0      0 395068  93464 190744    0    0     0     0 1057  202  0  0 100  0
1423777542  0  0      0 395068  93472 190736    0    0     0    44 1069  196  0  0 100  0
1423777543  0  0      0 395068  93472 190744    0    0     0     0 1093  234  0  0 100  0
1423777544  0  0      0 395068  93472 190744    0    0     0     0 1057  193  0  0 100  0
1423777545  0  0      0 395068  93472 190744    0    0     0     0 1086  210  0  0 100  0
1423777546  0  0      0 395068  93472 190744    0    0     0    48 1110  244  0  0 100  0
1423777547  0  0      0 395068  93472 190744    0    0     0     0 1084  211  0  0 100  0
1423777548  0  0      0 395068  93472 190744    0    0     0     0 1054  163  0  0 100  0
1423777549  0  0      0 395068  93472 190744    0    0     0     0 1056  198  0  0 100  0
1423777550  0  0      0 395068  93472 190744    0    0     0     0 1056  178  0  0 100  0
1423777551  0  0      0 395068  93480 190736    0    0     0    60 1104  229  0  0 99  1
1423777552  0  0      0 395068  93480 190744    0    0     0     0 1063  195  0  0 100  0
1423777553  0  0      0 395068  93480 190744    0    0     0     0 1047  193  0  0 100  0
1423777554  0  0      0 395068  93480 190744    0    0     0     0 1056  178  0  0 100  0
1423777555  0  0      0 395068  93480 190744    0    0     0     0 1120  241  0  0 100  0
1423777556  0  0      0 395068  93480 190744    0    0     0    12 1066  214  0  0 100  0
1423777557  0  0      0 395068  93488 190744    0    0     0    44 1077  210  0  0 100  0
1423777559  0  0      0 395068  93488 190744    0    0     0     0 1090  217  0  0 100  0
1423777560  0  0      0 395068  93488 190744    0    0     0     0 1058  197  0  0 100  0
1423777561  0  0      0 395068  93488 190744    0    0     0     0 1068  224  0  0 100  0
1423777562  0  0      0 395068  93488 190744    0    0     0     0 1058  197  0  0 100  0
1423777563  0  0      0 395068  93488 190744    0    0     0     0 1086  201  0  0 100  0
1423777564  0  0      0 395068  93488 190744    0    0     0     0 1052  162  0  0 100  0
1423777565  0  0      0 395068  93488 190744    0    0     0     0 1086  224  0  0 100  0
1423777566  1  0      0 394920  93488 190744    0    0     0    12 1072  229  1  0 99  0
1423777567  0  0      0 394896  93488 190748    0    0     0     4 1093  240  0  0 99  0
1423777568  0  0      0 394944  93488 190752    0    0     0     0 1061  199  0  0 100  0
1423777569  0  0      0 394944  93488 190752    0    0     0     0 1058  201  0  0 100  0
1423777570  0  0      0 394944  93488 190752    0    0     0     0 1060  174  0  0 100  0
1423777571  0  0      0 394944  93488 190752    0    0     0     0 1087  213  0  0 100  0
1423777572  0  0      0 394944  93496 190744    0    0     0    72 1072  205  0  0 100  0
1423777573  0  0      0 394944  93496 190752    0    0     0     0 1060  182  0  0 100  0
1423777574  0  0      0 394944  93496 190752    0    0     0     0 1060  197  0  0 100  0
1423777575  0  0      0 394944  93496 190752    0    0     0     0 1112  228  0  0 100  0
1423777576  0  0      0 394944  93496 190752    0    0     0    12 1061  187  0  0 100  0
1423777577  0  0      0 394944  93496 190752    0    0     0     0 1059  193  0  0 100  0
1423777578  0  0      0 394944  93496 190748    0    0     0     0 1060  199  0  0 100  0
1423777579  0  0      0 394944  93496 190748    0    0     0     0 1086  210  0  0 100  0
1423777580  0  0      0 394944  93496 190748    0    0     0     0 1059  194  0  0 100  0
1423777581  0  0      0 394944  93496 190748    0    0     0    20 1085  231  0  0 100  0
1423777582  0  0      0 394944  93504 190740    0    0     0    60 1079  215  0  0 100  0
1423777583  0  0      0 394944  93504 190748    0    0     0     0 1090  217  0  0 100  0
1423777584  0  0      0 394944  93504 190748    0    0     0     0 1056  198  0  0 100  0
